image_class,image_paths
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2618_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5626_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5347_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6632_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4682_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1684_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5558_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2225_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14462_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3725_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2994_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\413_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7807_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4503_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2947_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11348_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2307_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9620_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5268_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3668_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7789_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3244_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9136_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16974_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2296_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10017_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11501_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4753_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2927_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7129_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1652_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7709_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\465_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5717_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5239_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1004_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5151_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2658_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9926_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5163_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13771_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\275_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8232_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8479_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\577_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4684_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3322_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6020_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3137_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7979_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\480_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1135_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2069_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17227_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\634_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7117_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8196_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7221_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5670_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3974_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1139_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4600_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9992_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2321_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\197_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5242_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1505_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6746_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13041_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9960_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16120_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\406_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\585_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16196_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7057_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5527_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10174_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5380_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5859_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1247_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3399_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\564_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\629_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15806_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3199_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4024_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9304_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5734_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\81_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2728_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11803_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5911_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1450_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8177_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1423_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10039_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1900_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5465_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18756_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1298_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2254_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1041_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8155_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5731_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11748_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8145_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8161_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6937_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\178_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4556_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4917_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7446_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7360_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\795_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2227_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6815_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9721_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4356_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7873_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3529_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1828_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1527_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2368_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\295_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9398_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7100_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18770_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5704_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\268_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9686_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16776_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16006_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\883_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7327_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5780_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\741_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15105_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7381_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5776_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4841_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7810_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5570_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3943_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7920_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3664_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4416_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2570_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6277_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9675_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2172_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4148_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\202_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6290_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5762_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1601_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8953_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11478_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5976_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1617_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\636_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4465_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16310_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6298_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3750_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\351_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2520_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\870_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7530_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7371_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\834_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9587_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2747_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8795_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3435_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9865_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3550_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6116_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4433_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6507_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\14223_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11110_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6355_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8115_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15896_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5823_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5252_BH_3.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1198_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1115_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1423_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4688_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1036_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9562_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6848_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9415_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2524_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9378_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6038_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10730_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\946_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\389_Compare.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3645_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16922_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9105_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7508_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2558_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2404_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8153_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\762_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5851_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2222_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9596_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4911_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17437_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1868_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17362_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1208_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\504_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4232_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6094_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5535_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5308_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5220_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3231_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15293_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\84_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13155_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6922_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\18889_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1127_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4889_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5412_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9956_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4707_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6934_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6143_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12711_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4618_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4644_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7013_BH_5.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6622_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\520_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13011_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2816_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16710_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4205_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6912_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2534_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1766_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9678_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2070_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3348_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\12633_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1994_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7763_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\886_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2877_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7175_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4867_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8182_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7949_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9727_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1723_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4857_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1993_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2693_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9051_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6597_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2673_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9213_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\87_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5817_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\3594_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16829_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10757_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\396_Compare.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\452_Compare.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8327_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1599_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6966_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6936_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\17647_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\4656_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4150_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6580_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8301_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\8218_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\13342_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7735_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7187_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\19185_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1414_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3612_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2341_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3337_BH_3.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4641_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8539_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1729_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\733_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9709_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2936_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\3723_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9109_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4820_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6833_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\16704_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4605_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\5561_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1484_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\10284_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1439_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9884_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9125_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2142_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9179_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5581_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2598_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9667_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\15796_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5271_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\4902_42Торец.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\6146_42БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7313_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2012_BH_5.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2095_BH_4.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9974_53БОвверх.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\1378_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7326_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\8977_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\11859_BH.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\266_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5417_BH.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9028_53БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6454_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2143_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\2034_53БОвверх.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\1049_БОпритертый.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\7372_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\2775_БОпритертый.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\5500_42Торец.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\9343_53БО.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\9164_BH_4.tiff
0,D:\datasets\avikon_03\learnset\21-12-14\test\42\7659_42БО.tiff
1,D:\datasets\avikon_03\learnset\21-12-14\test\53\6188_53БОвверх.tiff
